"school_district_code","school_district","count_act_ela_below_basic","count_act_ela_basic_or_below_basic","count_act_students","percent_act_ela_below_basic","percent_act_ela_basic_or_below_basic","average_act_english_percentile","average_act_reading_percentile","count_12th_grade_ell","count_12th_graders","percent_12th_grade_ell","count_graduates","count_in_grad_cohort","percent_graduates","count_wsas_ela_below_basic_3_8","count_wsas_ela_basic_or_below_basic_3_8","count_wsas_students_3_8","percent_wsas_ela_below_basic_3_8","percent_wsas_ela_basic_or_below_basic_3_8","count_wsas_ela_below_basic_3_5","count_wsas_ela_basic_or_below_basic_3_5","count_wsas_students_3_5","percent_wsas_ela_below_basic_3_5","percent_wsas_ela_basic_or_below_basic_3_5","count_wsas_ela_below_basic_6_8","count_wsas_ela_basic_or_below_basic_6_8","count_wsas_students_6_8","percent_wsas_ela_below_basic_6_8","percent_wsas_ela_basic_or_below_basic_6_8"
2310,"Green Lake","4","12",20,"20","60","40","42","0",36,"0","36",37,"97.3","15","54",116,"12.9","46.6","8","24",58,"13.8","41.4","7","30",58,"12.1","51.7"
2394,"Greenwood","8","14",29,"27.6","48.3","45","48","0",33,"0","33",33,"100","17","86",150,"11.3","57.3","11","42",63,"17.5","66.7","6","44",87,"6.9","50.6"
2415,"Gresham","7","16",25,"28","64","40","42","0",23,"0","19",20,"95","49","111",139,"35.3","79.9","31","59",73,"42.5","80.8","18","52",66,"27.3","78.8"
2420,"Hamilton","33","123",350,"9.4","35.1","58","61","5",367,"1.4","354",363,"97.5","119","606",2022,"5.9","30","57","309",1020,"5.6","30.3","62","297",1002,"6.2","29.6"
2422,"Saint Croix Central","17","43",100,"17","43","58","55","0",94,"0","83",90,"92.2","90","304",692,"13","43.9","54","159",363,"14.9","43.8","36","145",329,"10.9","44.1"
2436,"Hartford UHS","57","142",339,"16.8","41.9","52","55","3",372,"0.8","314",352,"89.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2443,"Hartford J1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122","473",1084,"11.3","43.6","61","254",564,"10.8","45","61","219",520,"11.7","42.1"
2450,"Arrowhead UHS","38","160",533,"7.1","30","69","66","0",600,"0","568",574,"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2460,"Hartland-Lakeside J3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","269",722,"5.8","37.3","24","130",354,"6.8","36.7","18","139",368,"4.9","37.8"
2478,"Hayward Community","44","84",132,"33.3","63.6","40","48","1",161,"0.6","120",155,"77.4","146","493",931,"15.7","53","78","241",473,"16.5","51","68","252",458,"14.8","55"
2485,"Southwestern Wisconsin","8","21",36,"22.2","58.3","45","48","0",46,"0","43",46,"93.5","35","146",223,"15.7","65.5","21","73",106,"19.8","68.9","14","73",117,"12","62.4"
2523,"Herman #22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","19",45,"8.9","42.2","2","6",23,"8.7","26.1","2","13",22,"9.1","59.1"
2527,"Highland","1","14",25,"4","56","45","55","Redacted",16,"Redacted","Redacted",14,"Redacted","30","88",148,"20.3","59.5","17","46",71,"23.9","64.8","13","42",77,"16.9","54.5"
2534,"Hilbert","4","14",24,"16.7","58.3","52","55","0",39,"0","39",39,"100","22","75",184,"12","40.8","14","38",86,"16.3","44.2","8","37",98,"8.2","37.8"
2541,"Hillsboro","6","18",30,"20","60","45","48","0",40,"0","39",40,"97.5","39","119",226,"17.3","52.7","25","65",114,"21.9","57","14","54",112,"12.5","48.2"
2562,"Holmen","49","135",260,"18.8","51.9","52","48","7",328,"2.1","295",313,"94.2","201","753",1698,"11.8","44.3","86","346",871,"9.9","39.7","115","407",827,"13.9","49.2"
2576,"Horicon","12","37",58,"20.7","63.8","36","42","0",66,"0","54",58,"93.1","66","183",322,"20.5","56.8","30","80",152,"19.7","52.6","36","103",170,"21.2","60.6"
2583,"Hortonville Area","40","122",264,"15.2","46.2","52","55","1",283,"0.4","271",275,"98.5","192","759",1589,"12.1","47.8","95","367",775,"12.3","47.4","97","392",814,"11.9","48.2"
2604,"Howard-Suamico","62","217",467,"13.3","46.5","52","55","6",458,"1.3","419",442,"94.8","425","1302",2641,"16.1","49.3","192","610",1292,"14.9","47.2","233","692",1349,"17.3","51.3"
2605,"Howards Grove","9","22",66,"13.6","33.3","58","55","0",69,"0","67",68,"98.5","30","138",362,"8.3","38.1","15","70",162,"9.3","43.2","15","68",200,"7.5","34"
2611,"Hudson","41","180",454,"9","39.6","58","66","3",438,"0.7","428",446,"96","269","1170",2583,"10.4","45.3","149","580",1300,"11.5","44.6","120","590",1283,"9.4","46"
2618,"Hurley","14","30",42,"33.3","71.4","40","42","0",59,"0","57",59,"96.6","31","121",263,"11.8","46","15","59",136,"11","43.4","16","62",127,"12.6","48.8"
2625,"Hustisford","7","18",24,"29.2","75","40","36","1",29,"3.4","29",29,"100","39","119",194,"20.1","61.3","22","68",96,"22.9","70.8","17","51",98,"17.3","52"
2632,"Independence","12","30",38,"31.6","78.9","40","42","3",34,"8.8","33",34,"97.1","37","92",137,"27","67.2","22","46",76,"28.9","60.5","15","46",61,"24.6","75.4"
2639,"Iola-Scandinavia","18","41",63,"28.6","65.1","45","42","0",55,"0","54",57,"94.7","50","162",302,"16.6","53.6","34","90",147,"23.1","61.2","16","72",155,"10.3","46.5"
2646,"Iowa-Grant","7","21",50,"14","42","52","55","0",60,"0","53",56,"94.6","71","197",311,"22.8","63.3","45","114",175,"25.7","65.1","26","83",136,"19.1","61"
2660,"Ithaca","15","28",35,"42.9","80","36","36","0",34,"0","34",34,"100","49","143",192,"25.5","74.5","25","74",101,"24.8","73.3","24","69",91,"26.4","75.8"
2695,"Janesville","216","493",815,"26.5","60.5","40","42","16",858,"1.9","696",793,"87.8","807","2328",4264,"18.9","54.6","340","1118",2169,"15.7","51.5","467","1210",2095,"22.3","57.8"
2702,"Jefferson","39","94",152,"25.7","61.8","45","48","10",178,"5.6","165",172,"95.9","185","468",787,"23.5","59.5","84","217",384,"21.9","56.5","101","251",403,"25.1","62.3"
2730,"Johnson Creek","14","31",43,"32.6","72.1","40","42","1",42,"2.4","41",42,"97.6","62","186",303,"20.5","61.4","28","84",143,"19.6","58.7","34","102",160,"21.2","63.7"
2737,"Juda","6","11",22,"27.3","50","52","42","0",20,"0","18",21,"85.7","31","89",144,"21.5","61.8","14","36",70,"20","51.4","17","53",74,"23","71.6"
2744,"Dodgeland","14","31",68,"20.6","45.6","52","48","0",56,"0","53",57,"93","70","215",328,"21.3","65.5","34","93",163,"20.9","57.1","36","122",165,"21.8","73.9"
2758,"Kaukauna Area","49","131",276,"17.8","47.5","52","48","2",289,"0.7","265",280,"94.6","276","898",1708,"16.2","52.6","166","487",909,"18.3","53.6","110","411",799,"13.8","51.4"
2793,"Kenosha","573","1116",1731,"33.1","64.5","36","36","87",1978,"4.4","1516",1740,"87.1","2184","5365",9164,"23.8","58.5","967","2572",4567,"21.2","56.3","1217","2793",4597,"26.5","60.8"
2800,"Kewaskum","30","81",150,"20","54","40","42","0",161,"0","138",154,"89.6","95","344",776,"12.2","44.3","36","143",364,"9.9","39.3","59","201",412,"14.3","48.8"
2814,"Kewaunee","27","48",79,"34.2","60.8","40","48","0",82,"0","73",77,"94.8","70","260",424,"16.5","61.3","27","104",187,"14.4","55.6","43","156",237,"18.1","65.8"
2828,"Kiel Area","28","59",107,"26.2","55.1","52","48","1",127,"0.8","117",118,"99.2","76","280",544,"14","51.5","32","114",257,"12.5","44.4","44","166",287,"15.3","57.8"
2835,"Kimberly Area","40","151",349,"11.5","43.3","52","55","0",358,"0","342",347,"98.6","253","944",2271,"11.1","41.6","116","453",1129,"10.3","40.1","137","491",1142,"12","43"
2842,"Kohler","4","9",60,"6.7","15","79","71","0",42,"0","41",42,"97.6","18","118",358,"5","33","11","50",171,"6.4","29.2","7","68",187,"3.7","36.4"
2849,"La Crosse","120","265",488,"24.6","54.3","45","48","11",502,"2.2","435",478,"91","645","1705",2839,"22.7","60.1","288","799",1471,"19.6","54.3","357","906",1368,"26.1","66.2"
2856,"Ladysmith","15","43",74,"20.3","58.1","45","42","0",70,"0","58",65,"89.2","51","171",331,"15.4","51.7","18","73",149,"12.1","49","33","98",182,"18.1","53.8"
2863,"La Farge","Redacted","Redacted",15,"Redacted","Redacted","Redacted","Redacted","Redacted",19,"Redacted","Redacted",19,"Redacted","24","75",112,"21.4","67","12","38",55,"21.8","69.1","12","37",57,"21.1","64.9"
2884,"Lake Geneva-Genoa City UHS","80","182",350,"22.9","52","45","48","8",372,"2.2","290",310,"93.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2885,"Lake Geneva J1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"225","722",1310,"17.2","55.1","110","333",621,"17.7","53.6","115","389",689,"16.7","56.5"
2891,"Lake Holcombe","Redacted","Redacted",19,"Redacted","Redacted","Redacted","Redacted","0",30,"0","29",30,"96.7","24","89",137,"17.5","65","19","54",74,"25.7","73","5","35",63,"7.9","55.6"
2898,"Lake Mills Area","11","39",95,"11.6","41.1","58","61","1",106,"0.9","104",104,"100","162","399",699,"23.2","57.1","86","215",357,"24.1","60.2","76","184",342,"22.2","53.8"
2912,"Lancaster Community","10","43",73,"13.7","58.9","52","48","0",85,"0","82",83,"98.8","52","212",395,"13.2","53.7","25","103",203,"12.3","50.7","27","109",192,"14.1","56.8"
2940,"Laona","Redacted","Redacted",17,"Redacted","Redacted","Redacted","Redacted","Redacted",16,"Redacted","Redacted",16,"Redacted","13","41",90,"14.4","45.6","7","26",52,"13.5","50","6","15",38,"15.8","39.5"
2961,"Lena","8","19",22,"36.4","86.4","36","42","0",24,"0","22",24,"91.7","18","93",188,"9.6","49.5","5","48",101,"5","47.5","13","45",87,"14.9","51.7"
3087,"Linn J4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","30",63,"14.3","47.6","3","19",37,"8.1","51.4","6","11",26,"23.1","42.3"
3094,"Linn J6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","22",75,"2.7","29.3","1","10",39,"2.6","25.6","1","12",36,"2.8","33.3"
3122,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","116",319,"6","36.4","7","50",141,"5","35.5","12","66",178,"6.7","37.1"
3129,"Little Chute Area","26","53",118,"22","44.9","52","55","0",127,"0","101",117,"86.3","110","349",642,"17.1","54.4","46","147",319,"14.4","46.1","64","202",323,"19.8","62.5"
3150,"Lodi","8","45",101,"7.9","44.6","52","55","1",147,"0.7","132",139,"95","92","348",646,"14.2","53.9","49","171",310,"15.8","55.2","43","177",336,"12.8","52.7"
3171,"Lomira","16","64",104,"15.4","61.5","52","48","1",82,"1.2","76",79,"96.2","46","229",466,"9.9","49.1","20","109",220,"9.1","49.5","26","120",246,"10.6","48.8"
3206,"Loyal","9","17",33,"27.3","51.5","45","48","0",55,"0","51",51,"100","45","139",217,"20.7","64.1","25","71",105,"23.8","67.6","20","68",112,"17.9","60.7"
3213,"Luck","4","21",31,"12.9","67.7","45","55","0",35,"0","34",35,"97.1","58","136",215,"27","63.3","29","74",113,"25.7","65.5","29","62",102,"28.4","60.8"
3220,"Luxemburg-Casco","32","88",170,"18.8","51.8","52","48","2",157,"1.3","142",153,"92.8","78","345",805,"9.7","42.9","22","128",359,"6.1","35.7","56","217",446,"12.6","48.7"
3269,"Madison Metropolitan","392","798",1720,"22.8","46.4","52","55","210",2244,"9.4","1436",1828,"78.6","3518","6805",11259,"31.2","60.4","1810","3561",5923,"30.6","60.1","1708","3244",5336,"32","60.8"
3276,"Manawa","17","41",53,"32.1","77.4","36","36","0",54,"0","47",54,"87","40","156",292,"13.7","53.4","21","73",136,"15.4","53.7","19","83",156,"12.2","53.2"
3290,"Manitowoc","94","220",377,"24.9","58.4","40","48","16",485,"3.3","359",426,"84.3","376","1202",2137,"17.6","56.2","175","587",1060,"16.5","55.4","201","615",1077,"18.7","57.1"
3297,"Maple","20","56",115,"17.4","48.7","52","55","0",109,"0","98",103,"95.1","106","315",582,"18.2","54.1","67","164",281,"23.8","58.4","39","151",301,"13","50.2"
3304,"Marathon City","5","20",42,"11.9","47.6","52","48","1",63,"1.6","62",64,"96.9","58","136",269,"21.6","50.6","37","70",135,"27.4","51.9","21","66",134,"15.7","49.3"
3311,"Marinette","55","108",158,"34.8","68.4","36","36","1",157,"0.6","130",143,"90.9","214","604",900,"23.8","67.1","112","314",465,"24.1","67.5","102","290",435,"23.4","66.7"
3318,"Marion","19","30",37,"51.4","81.1","32","31","0",41,"0","32",36,"88.9","46","118",190,"24.2","62.1","24","59",100,"24","59","22","59",90,"24.4","65.6"
3325,"Markesan","11","28",59,"18.6","47.5","45","48","0",66,"0","62",66,"93.9","61","183",354,"17.2","51.7","32","96",169,"18.9","56.8","29","87",185,"15.7","47"
3332,"Marshall","23","55",77,"29.9","71.4","36","42","6",91,"6.6","85",87,"97.7","100","308",470,"21.3","65.5","42","145",228,"18.4","63.6","58","163",242,"24","67.4"
3339,"Marshfield Unified","41","137",297,"13.8","46.1","58","61","2",330,"0.6","285",312,"91.3","196","721",1729,"11.3","41.7","78","339",867,"9","39.1","118","382",862,"13.7","44.3"
3360,"Mauston","37","84",123,"30.1","68.3","36","36","0",132,"0","107",124,"86.3","173","435",610,"28.4","71.3","94","219",295,"31.9","74.2","79","216",315,"25.1","68.6"
3367,"Mayville","14","56",96,"14.6","58.3","45","48","2",94,"2.1","89",91,"97.8","78","262",497,"15.7","52.7","42","116",241,"17.4","48.1","36","146",256,"14.1","57"
3381,"McFarland","119","239",445,"26.7","53.7","45","55","2",535,"0.4","352",454,"77.5","312","872",1776,"17.6","49.1","141","373",799,"17.6","46.7","171","499",977,"17.5","51.1"
3409,"Medford Area Public","50","108",165,"30.3","65.5","40","48","1",178,"0.6","132",154,"85.7","151","558",1078,"14","51.8","90","308",558,"16.1","55.2","61","250",520,"11.7","48.1"
3427,"Mellen","Redacted","Redacted",15,"Redacted","Redacted","Redacted","Redacted","0",42,"0","17",25,"68","32","90",119,"26.9","75.6","20","49",64,"31.2","76.6","12","41",55,"21.8","74.5"
3428,"Melrose-Mindoro","15","43",59,"25.4","72.9","36","42","0",49,"0","47",48,"97.9","48","169",346,"13.9","48.8","28","85",178,"15.7","47.8","20","84",168,"11.9","50"
3430,"Menasha Joint","74","159",217,"34.1","73.3","36","36","7",267,"2.6","235",260,"90.4","347","940",1477,"23.5","63.6","185","486",775,"23.9","62.7","162","454",702,"23.1","64.7"
3434,"Menominee Indian","36","49",67,"53.7","73.1","16","21","0",74,"0","63",74,"85.1","220","313",338,"65.1","92.6","117","176",191,"61.3","92.1","103","137",147,"70.1","93.2"
3437,"Menomonee Falls","26","123",327,"8","37.6","64","61","0",338,"0","322",334,"96.4","221","768",1701,"13","45.1","91","356",837,"10.9","42.5","130","412",864,"15","47.7"
3444,"Menomonie Area","56","123",216,"25.9","56.9","45","48","7",281,"2.5","233",255,"91.4","340","853",1391,"24.4","61.3","172","424",705,"24.4","60.1","168","429",686,"24.5","62.5"
3479,"Mequon-Thiensville","22","81",327,"6.7","24.8","74","71","3",338,"0.9","324",330,"98.2","124","487",1659,"7.5","29.4","49","217",794,"6.2","27.3","75","270",865,"8.7","31.2"
3484,"Mercer","Redacted","Redacted",9,"Redacted","Redacted","Redacted","Redacted","Redacted",7,"Redacted","Redacted",7,"Redacted","3","17",72,"4.2","23.6","0","1",32,"0","3.1","3","16",40,"7.5","40"
3500,"Merrill Area","65","153",239,"27.2","64","40","42","3",290,"1","239",263,"90.9","344","809",1400,"24.6","57.8","181","390",678,"26.7","57.5","163","419",722,"22.6","58"
3510,"Swallow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","105",408,"3.4","25.7","7","53",183,"3.8","29","7","52",225,"3.1","23.1"
3514,"North Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","68",250,"6.4","27.2","5","26",115,"4.3","22.6","11","42",135,"8.1","31.1"
3528,"Merton Community",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","258",629,"9.9","41","21","89",293,"7.2","30.4","41","169",336,"12.2","50.3"
3542,"Stone Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","62",229,"5.2","27.1","8","41",108,"7.4","38","4","21",121,"3.3","17.4"
3549,"Middleton-Cross Plains Area","62","157",534,"11.6","29.4","69","71","9",557,"1.6","441",498,"88.6","328","1203",3105,"10.6","38.7","184","630",1571,"11.7","40.1","144","573",1534,"9.4","37.4"
3612,"Milton","59","142",251,"23.5","56.6","45","48","3",247,"1.2","231",239,"96.7","216","784",1536,"14.1","51","93","338",729,"12.8","46.4","123","446",807,"15.2","55.3"
3619,"Milwaukee","1684","2821",4280,"39.3","65.9","27","31","249",4410,"5.6","3148",5213,"60.4","14844","24821",31523,"47.1","78.7","8277","13386",16618,"49.8","80.6","6567","11435",14905,"44.1","76.7"
3633,"Mineral Point Unified","13","30",55,"23.6","54.5","45","55","0",53,"0","51",51,"100","38","133",307,"12.4","43.3","25","76",156,"16","48.7","13","57",151,"8.6","37.7"
3640,"Minocqua J1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","141",357,"13.2","39.5","33","84",183,"18","45.9","14","57",174,"8","32.8"
3647,"Lakeland UHS","33","86",171,"19.3","50.3","52","42","0",182,"0","173",181,"95.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3654,"Northwood","Redacted","Redacted",18,"Redacted","Redacted","Redacted","Redacted","0",29,"0","27",29,"93.1","42","97",148,"28.4","65.5","28","47",64,"43.8","73.4","14","50",84,"16.7","59.5"
3661,"Mishicot","16","39",62,"25.8","62.9","40","42","0",70,"0","68",70,"97.1","30","157",355,"8.5","44.2","20","86",184,"10.9","46.7","10","71",171,"5.8","41.5"
3668,"Mondovi","14","31",55,"25.5","56.4","45","48","0",66,"0","60",63,"95.2","63","198",418,"15.1","47.4","37","97",208,"17.8","46.6","26","101",210,"12.4","48.1"
3675,"Monona Grove","36","93",247,"14.6","37.7","64","61","2",238,"0.8","219",223,"98.2","196","605",1400,"14","43.2","75","265",658,"11.4","40.3","121","340",742,"16.3","45.8"
3682,"Monroe","32","95",166,"19.3","57.2","52","48","1",180,"0.6","168",175,"96","204","597",1077,"18.9","55.4","103","299",505,"20.4","59.2","101","298",572,"17.7","52.1"
3689,"Montello","23","45",54,"42.6","83.3","32","36","0",66,"0","59",64,"92.2","94","207",308,"30.5","67.2","44","102",148,"29.7","68.9","50","105",160,"31.2","65.6"
3696,"Monticello","4","12",22,"18.2","54.5","45","42","0",22,"0","22",22,"100","23","90",158,"14.6","57","9","44",81,"11.1","54.3","14","46",77,"18.2","59.7"
3787,"Mosinee","49","101",165,"29.7","61.2","40","42","0",206,"0","192",203,"94.6","139","470",911,"15.3","51.6","78","239",427,"18.3","56","61","231",484,"12.6","47.7"
3794,"Mount Horeb Area","22","58",159,"13.8","36.5","64","61","2",181,"1.1","4",173,"2.3","136","507",1129,"12","44.9","64","244",553,"11.6","44.1","72","263",576,"12.5","45.7"
3822,"Mukwonago","45","161",386,"11.7","41.7","52","55","1",392,"0.3","375",384,"97.7","179","877",2178,"8.2","40.3","104","424",1057,"9.8","40.1","75","453",1121,"6.7","40.4"
3850,"Riverdale","15","31",48,"31.2","64.6","40","42","0",38,"0","36",38,"94.7","52","157",284,"18.3","55.3","30","79",156,"19.2","50.6","22","78",128,"17.2","60.9"
3857,"Muskego-Norway","43","163",414,"10.4","39.4","58","61","0",435,"0","402",418,"96.2","188","884",2120,"8.9","41.7","80","410",997,"8","41.1","108","474",1123,"9.6","42.2"
3862,"Lake Country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","107",359,"4.5","29.8","8","52",155,"5.2","33.5","8","55",204,"3.9","27"
3871,"Necedah Area","17","33",50,"34","66","36","42","0",59,"0","53",56,"94.6","64","165",302,"21.2","54.6","21","60",138,"15.2","43.5","43","105",164,"26.2","64"
3892,"Neenah Joint","83","213",458,"18.1","46.5","52","55","7",486,"1.4","384",453,"84.8","366","1271",2821,"13","45.1","166","569",1371,"12.1","41.5","200","702",1450,"13.8","48.4"
3899,"Neillsville","17","43",72,"23.6","59.7","40","42","0",83,"0","72",79,"91.1","100","270",408,"24.5","66.2","51","142",209,"24.4","67.9","49","128",199,"24.6","64.3"
3906,"Nekoosa","35","70",103,"34","68","40","42","0",108,"0","90",97,"92.8","126","328",503,"25","65.2","55","150",243,"22.6","61.7","71","178",260,"27.3","68.5"
3913,"Neosho J3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","70",127,"18.1","55.1","13","30",58,"22.4","51.7","10","40",69,"14.5","58"
3920,"New Auburn","6","12",20,"30","60","45","55","0",26,"0","24",27,"88.9","32","93",133,"24.1","69.9","5","38",63,"7.9","60.3","27","55",70,"38.6","78.6"
3925,"New Berlin","36","141",397,"9.1","35.5","69","66","0",406,"0","395",404,"97.8","212","799",2007,"10.6","39.8","76","329",932,"8.2","35.3","136","470",1075,"12.7","43.7"
3934,"New Glarus","11","34",68,"16.2","50","52","55","1",71,"1.4","69",71,"97.2","69","222",452,"15.3","49.1","37","107",229,"16.2","46.7","32","115",223,"14.3","51.6"
3941,"New Holstein","21","50",86,"24.4","58.1","52","42","0",92,"0","87",90,"96.7","78","247",440,"17.7","56.1","42","116",207,"20.3","56","36","131",233,"15.5","56.2"
3948,"New Lisbon","22","36",45,"48.9","80","32","36","0",48,"0","41",49,"83.7","73","187",274,"26.6","68.2","41","103",149,"27.5","69.1","32","84",125,"25.6","67.2"
3955,"New London","68","135",195,"34.9","69.2","40","36","3",207,"1.4","183",194,"94.3","204","619",1032,"19.8","60","70","261",480,"14.6","54.4","134","358",552,"24.3","64.9"
3962,"New Richmond","43","108",211,"20.4","51.2","45","48","0",219,"0","199",207,"96.1","168","621",1437,"11.7","43.2","106","342",767,"13.8","44.6","62","279",670,"9.3","41.6"
3969,"Niagara","1","14",36,"2.8","38.9","58","61","0",41,"0","34",37,"91.9","38","121",194,"19.6","62.4","20","65",103,"19.4","63.1","18","56",91,"19.8","61.5"
3976,"Norris","Redacted","Redacted",11,"Redacted","Redacted","Redacted","Redacted","Redacted",12,"Redacted","Redacted",9,"Redacted","Redacted","Redacted",12,"Redacted","Redacted",NA,NA,NA,NA,NA,"Redacted","Redacted",12,"Redacted","Redacted"
3983,"North Fond du Lac","37","74",101,"36.6","73.3","36","36","4",104,"3.8","0",99,"0","173","401",556,"31.1","72.1","98","202",278,"35.3","72.7","75","199",278,"27","71.6"
3990,"Norwalk-Ontario-Wilton","15","35",56,"26.8","62.5","36","48","1",52,"1.9","50",52,"96.2","59","191",304,"19.4","62.8","15","82",152,"9.9","53.9","44","109",152,"28.9","71.7"
4011,"Norway J7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","21",56,"16.1","37.5","9","17",36,"25","47.2","0","4",20,"0","20"
4018,"Oak Creek-Franklin Joint","111","299",526,"21.1","56.8","45","48","12",504,"2.4","480",489,"98.2","378","1342",2830,"13.4","47.4","204","611",1357,"15","45","174","731",1473,"11.8","49.6"
4025,"Oakfield","6","15",33,"18.2","45.5","52","55","0",23,"0","0",21,"0","17","99",243,"7","40.7","2","33",116,"1.7","28.4","15","66",127,"11.8","52"
4060,"Oconomowoc Area","50","162",389,"12.9","41.6","52","61","1",349,"0.3","323",344,"93.9","356","1188",2332,"15.3","50.9","202","613",1149,"17.6","53.4","154","575",1183,"13","48.6"
4067,"Oconto Unified","26","62",85,"30.6","72.9","36","42","0",84,"0","69",70,"98.6","117","292",459,"25.5","63.6","59","143",224,"26.3","63.8","58","149",235,"24.7","63.4"
4074,"Oconto Falls Public","27","63",122,"22.1","51.6","45","48","2",138,"1.4","121",134,"90.3","103","382",741,"13.9","51.6","47","185",377,"12.5","49.1","56","197",364,"15.4","54.1"
4088,"Omro","30","59",105,"28.6","56.2","40","42","1",111,"0.9","98",106,"92.5","79","295",540,"14.6","54.6","49","154",263,"18.6","58.6","30","141",277,"10.8","50.9"
4095,"Onalaska","39","113",236,"16.5","47.9","52","55","2",226,"0.9","206",219,"94.1","186","650",1357,"13.7","47.9","95","308",661,"14.4","46.6","91","342",696,"13.1","49.1"
4137,"Oostburg","9","36",90,"10","40","64","55","1",80,"1.2","76",77,"98.7","42","172",431,"9.7","39.9","17","86",225,"7.6","38.2","25","86",206,"12.1","41.7"
4144,"Oregon","32","94",240,"13.3","39.2","58","61","0",316,"0","282",288,"97.9","197","726",1670,"11.8","43.5","85","357",842,"10.1","42.4","112","369",828,"13.5","44.6"
4151,"Parkview","16","39",69,"23.2","56.5","52","55","0",67,"0","64",67,"95.5","58","181",321,"18.1","56.4","32","93",166,"19.3","56","26","88",155,"16.8","56.8"
4165,"Osceola","18","73",123,"14.6","59.3","45","48","2",131,"1.5","122",128,"95.3","122","370",741,"16.5","49.9","88","240",392,"22.4","61.2","34","130",349,"9.7","37.2"
4179,"Oshkosh Area","209","417",710,"29.4","58.7","40","42","30",780,"3.8","658",726,"90.6","1103","2671",4225,"26.1","63.2","616","1402",2140,"28.8","65.5","487","1269",2085,"23.4","60.9"
4186,"Osseo-Fairchild","16","37",66,"24.2","56.1","45","48","0",56,"0","54",59,"91.5","107","266",404,"26.5","65.8","21","95",187,"11.2","50.8","86","171",217,"39.6","78.8"
4207,"Owen-Withee","11","25",34,"32.4","73.5","36","42","0",33,"0","30",31,"96.8","52","150",228,"22.8","65.8","28","67",107,"26.2","62.6","24","83",121,"19.8","68.6"
4221,"Palmyra-Eagle Area","23","45",66,"34.8","68.2","36","36","2",96,"2.1","78",85,"91.8","54","225",367,"14.7","61.3","22","114",185,"11.9","61.6","32","111",182,"17.6","61"
4228,"Pardeeville Area","17","40",67,"25.4","59.7","45","42","0",60,"0","56",59,"94.9","61","198",354,"17.2","55.9","32","115",197,"16.2","58.4","29","83",157,"18.5","52.9"
4235,"Paris J1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","81",188,"5.3","43.1","3","39",90,"3.3","43.3","7","42",98,"7.1","42.9"
4263,"Beecher-Dunbar-Pembine","Redacted","Redacted",18,"Redacted","Redacted","Redacted","Redacted","Redacted",17,"Redacted","Redacted",17,"Redacted","31","79",113,"27.4","69.9","15","39",61,"24.6","63.9","16","40",52,"30.8","76.9"
4270,"Pepin Area","Redacted","Redacted",17,"Redacted","Redacted","Redacted","Redacted","0",23,"0","23",23,"100","17","46",92,"18.5","50","12","30",49,"24.5","61.2","5","16",43,"11.6","37.2"
4305,"Peshtigo","24","50",87,"27.6","57.5","45","48","0",97,"0","91",94,"96.8","90","294",506,"17.8","58.1","48","135",248,"19.4","54.4","42","159",258,"16.3","61.6"
4312,"Pewaukee","26","80",204,"12.7","39.2","64","61","0",217,"0","201",211,"95.3","160","537",1288,"12.4","41.7","80","255",637,"12.6","40","80","282",651,"12.3","43.3"
4330,"Phelps","Redacted","Redacted",11,"Redacted","Redacted","Redacted","Redacted","Redacted",6,"Redacted","Redacted",6,"Redacted","15","38",61,"24.6","62.3","4","13",24,"16.7","54.2","11","25",37,"29.7","67.6"
4347,"Phillips","20","32",61,"32.8","52.5","52","42","1",60,"1.7","54",58,"93.1","73","182",328,"22.3","55.5","24","83",169,"14.2","49.1","49","99",159,"30.8","62.3"
